Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Finland,-0.16538207190556337,-0.16378665808211693,-0.16295823058256712,-0.16081597388399851,-0.15790282606897396,-0.15889001707684638,-0.16190410546407974,-0.1642914062314808,-0.1642182929751431,-0.1609512604235898,-0.16124154694580026,-0.1598752968427314,-0.15952707069410396,-0.1599903078094784,-0.16053794736010832,-0.16294529927789622,-0.161413261276956,-0.16395122857252087,-0.16376643453654158,-0.1635569314081955,-0.16366771982922382,-0.1620427218560915
France,0.09770927291823929,0.08761904322192175,0.07208248281392787,0.0670868090968614,0.03586439939424722,0.038463090408383804,0.03571181014166299,0.0326907468249959,0.03297931895392848,0.03110670426013098,0.0295203833745711,0.031194118665236723,0.039131330188654806,0.034992416851195654,0.025458019815636522,0.016529218209724018,0.01324249608405148,0.02123380994504911,0.008790777679241206,0.008007675436829604,0.007165282664800831,0.008506997777046223
Gabon,-0.19444409366412918,-0.19085489272491882,-0.18981564842392343,-0.18653489587591887,-0.18095892897638796,-0.18034620236299514,-0.1849410588406861,-0.18678002958471282,-0.18552093627926494,-0.18262626562134082,-0.18185635763366376,-0.18111068916327736,-0.18261655147399306,-0.18269832494429336,-0.18322345599940387,-0.18470414295383134,-0.18349861490654065,-0.18375770312436351,-0.18345367396620477,-0.18262750052173948,-0.18356689941965879,-0.18168374938094686
Gambia,-0.1937936354935095,-0.18995683796701449,-0.18818836392251181,-0.1848616544060572,-0.17935503379754567,-0.1794631109964745,-0.18426642006213206,-0.1857179218642847,-0.18450837225469313,-0.18185922284998474,-0.18122781816769956,-0.1803394387394534,-0.18159279582653937,-0.18167577444305286,-0.18254331738900717,-0.18397597890383524,-0.182651478785696,-0.18276885869999177,-0.1824499108401141,-0.1814271313532419,-0.18136659702082297,-0.1796583425431737
Georgia,-0.1267757703895203,-0.13043839289035922,-0.12288935422821835,-0.1224569511810951,-0.12224680443436338,-0.12808980106889267,-0.1273665157248846,-0.1279428924845529,-0.13310196614091155,-0.12555956950631667,-0.12323512036393167,-0.13068002790784564,-0.13920248425631873,-0.14039182177794518,-0.13929182615857474,-0.13846826938166765,-0.13338754244032092,-0.13815385509194525,-0.12428338593914336,-0.1292293592088399,-0.12319865954860268,-0.12494915673277793
Germany,0.37330321075373396,0.34081787618721854,0.3182047249503743,0.2813345435163909,0.23084207976844248,0.21962398105252004,0.22265841806682501,0.2076806242033838,0.20778382474525237,0.19801201382080702,0.18332969838258037,0.1694474178294874,0.1708240812984193,0.17927755311886842,0.1558968753545375,0.16209982556383307,0.15089600411802825,0.1428885248917934,0.14120371268084805,0.127706302035935,0.12745678362907742,0.12368959358852241
Ghana,-0.1289486273211666,-0.12023738816740383,-0.11393660460444813,-0.10707212656073062,-0.09826034753243648,-0.09263561510110956,-0.08568047520148445,-0.07860823501382247,-0.07642085273378124,-0.07226508142744462,-0.0725472782783654,-0.06978223113172718,-0.07000910057315418,-0.06920472679229318,-0.0698006791789668,-0.07032821993114824,-0.07054815072780189,-0.071228949301065,-0.0715583368503572,-0.07135562552754893,-0.06783473496334662,-0.06536040241677271
Greece,-0.057771730331234956,-0.0627000766359656,-0.06408899877707003,-0.06728277875176454,-0.07158019399583065,-0.07466256998407449,-0.07709912605143815,-0.0818310488980625,-0.08567713504086845,-0.08788722126725815,-0.09025886002619143,-0.08664374854570109,-0.08122335489258656,-0.08923116633632436,-0.09432281201044286,-0.09479501760787462,-0.09917886169990456,-0.10001507351444315,-0.10891898682253096,-0.10448680275725572,-0.10590411097731178,-0.10989106504278548
Grenada,-0.19984539797742212,-0.1958111676643309,-0.19410836561589356,-0.1906244135290344,-0.18491954540284003,-0.1847693306704508,-0.18965840691497468,-0.19125472756306583,-0.19009744612626617,-0.1872594352176506,-0.18640752926958698,-0.18585744708491236,-0.1873149077038106,-0.18751144583080084,-0.18853872092979476,-0.19013843426502797,-0.18878498197407192,-0.18893956274845503,-0.1885841284439333,-0.18761694606019863,-0.1878461897315675,-0.18580395901113678
Guatemala,-0.17923133867191687,-0.1760600510486277,-0.1752751173123747,-0.17225997289975908,-0.1669224032508719,-0.16753838451090847,-0.17193878548975988,-0.17423362061005165,-0.17336721590269877,-0.16819344913720627,-0.16674105041559475,-0.1652479283059586,-0.16580721211574753,-0.16461934510794668,-0.16517005110017424,-0.16648027097472148,-0.16555308025200677,-0.16566381511961928,-0.16537503139779663,-0.16409237414498226,-0.16419214396055826,-0.16571982508030356
Guinea,-0.1638478892323452,-0.1603616621271501,-0.15820563419892683,-0.15538154090738726,-0.15000447173253867,-0.15010199393013215,-0.15144662496710978,-0.1513156620560417,-0.14984647480047728,-0.14728436582074395,-0.14518797007686465,-0.14397286141795104,-0.14448646168617002,-0.144350435514651,-0.14487203184498548,-0.14598490407528006,-0.14520596845435163,-0.1455298284170603,-0.14578534579638575,-0.14512685277398144,-0.143640176899113,-0.1435058010980116
Guinea-Bissau,-0.19225008081995187,-0.1888677372960551,-0.18769402895042603,-0.18469132115996992,-0.17913859483995428,-0.1794401546891513,-0.18408795581242143,-0.18561361870170498,-0.18457512544914934,-0.18187078571594273,-0.18116767638422335,-0.18061229550925173,-0.1820419201707058,-0.18217512159045574,-0.18302071063806177,-0.1844022057647928,-0.18312563733990825,-0.18328136748740045,-0.1831261561697801,-0.1819216505829643,-0.18161367790008334,-0.18003895625701177
Guyana,-0.19645032194268108,-0.19284456278651413,-0.19102000260394364,-0.18740881120273928,-0.18182725937126668,-0.18196255886748167,-0.18676778620870832,-0.18829288696053703,-0.18680117579388097,-0.18404596138296853,-0.1832392138531506,-0.18271979694899956,-0.18419535536404208,-0.18437840848988293,-0.18545214368420257,-0.18699801001510832,-0.18574836397937294,-0.1859206677236145,-0.18574218812706567,-0.18468817633021575,-0.18456587571592187,-0.18332615491033172
Haiti,-0.1423429386004525,-0.14028966513998734,-0.13982216487686347,-0.13794748940422397,-0.13368992451555242,-0.1329259685564643,-0.13510903410723774,-0.13530300361533204,-0.13476314468851192,-0.13230455498373955,-0.1327149111557292,-0.1311056172826022,-0.13073757474423184,-0.13028192312532916,-0.13086411767359013,-0.13151301934108098,-0.13113858561235783,-0.13105347874792556,-0.13001746843056347,-0.1289195328148055,-0.12736787114188766,-0.12826947028442442
Honduras,-0.18495825108523922,-0.1814297845487491,-0.1798589506898975,-0.17638900397541446,-0.17066792651481896,-0.16996681312229814,-0.17357619193122648,-0.17456757533767409,-0.17324853016887318,-0.17036201745225607,-0.1689497574137581,-0.16703502141403073,-0.16327836672610294,-0.1626813928859562,-0.1625139589882115,-0.16276932822611884,-0.1637895431731823,-0.163020830581045,-0.16281835382028484,-0.16165839217167105,-0.16206180011183471,-0.1627742600645784
Hungary,-0.06006387353190793,-0.07052429020575245,-0.07539669551537129,-0.07768483921008901,-0.08303922956673718,-0.093908150050852,-0.10130506295844564,-0.10150496372058172,-0.10546764980017398,-0.10374775672613414,-0.10531200145845572,-0.10805446191107393,-0.10852447977297783,-0.11062452567937275,-0.11461077537471644,-0.11558532678923732,-0.1262831431647485,-0.1224936162644004,-0.1242085764023094,-0.12304840589120812,-0.12139908184476629,-0.12646631735673647
Iceland,-0.19935426381257343,-0.19546070727100237,-0.19380516753331203,-0.19033930898793897,-0.18468572813478512,-0.1846637897739979,-0.18958216620679344,-0.1911090108143999,-0.18991224818424596,-0.18721619245873625,-0.18636994065491436,-0.18576274939469367,-0.1872606597028492,-0.18750077178244495,-0.18847635115550576,-0.19002709384264843,-0.1887056443093141,-0.1889021056744597,-0.1885767845040536,-0.1876231221800312,-0.18787486213733326,-0.1856131071598095
India,2.7947069696382023,2.711715590502002,2.702456640538374,2.6578177923582933,2.5777805088438313,2.618892909707947,2.8590430772929234,3.0509930203860702,3.092589575132151,3.0238259597135015,3.0413284318704035,3.1787249015292143,3.3091663385723296,3.466417763338392,3.588151532569292,3.6701562181755634,3.7054337262799826,3.8264689292948146,3.9327266911216334,3.9812201710152513,4.021418369457593,3.8516092383137828
Indonesia,1.6403999996504672,1.6369913395672966,1.653497518789704,1.6368039629623932,1.640161619890402,1.6898703891433717,1.8328202729611418,1.9210180934815149,1.9445307237570806,1.959144281651814,1.9727237293447355,2.006229591300402,2.0629792729525085,2.093694665047292,2.122599189784809,2.15719295666633,2.1463683141129404,2.1575438213663336,2.157520660898103,2.1578946348031467,2.077366560840273,1.8361068693940235
Iran,-0.03287204822343723,-0.033459199313072695,-0.03594495479021123,-0.04071571634249596,-0.03919492252381636,-0.039711969846558004,-0.03642550114011816,-0.034682758015212256,-0.037874076003283755,-0.03855313276742585,-0.04073574453773487,-0.039648093965376545,-0.03786873833975895,-0.030859812097438523,-0.024051200017434663,-0.0186863237220058,-0.013983394968213655,-0.010589016754577144,-0.009860801810824127,-0.0050953655783394355,-0.009947797667410795,-0.010057380318360905
Iraq,-0.0918536986833978,-0.0930882220553722,-0.09439538270519018,-0.09482418137098564,-0.09230292227474249,-0.09250060876715578,-0.09515689026557833,-0.09674529350275579,-0.09580687205303348,-0.09347562517781166,-0.0938505389011175,-0.09185606000493725,-0.09072271766438568,-0.0896743434915594,-0.09023994591926489,-0.09190542725863245,-0.09101404266691682,-0.09002614829726571,-0.08435970094896493,-0.07738539817275797,-0.05593160565514401,-0.0633065001570853
Ireland,-0.18214671989516476,-0.1800613611209469,-0.17913876734636736,-0.17711872570490475,-0.17250288885871354,-0.17325834077180546,-0.1776407365657841,-0.1791702062216337,-0.17779877251336274,-0.17544189123751427,-0.17541204987691336,-0.1747878373295743,-0.17647530364101788,-0.17648509555103914,-0.1782137622744531,-0.1792820493732277,-0.17910244812738657,-0.17988332425603784,-0.17999380139453663,-0.17917290131975264,-0.17987897085180563,-0.17739780954643602
Israel,-0.1801268470867069,-0.17607970488866143,-0.17517168604574662,-0.17439527825381398,-0.167896056739469,-0.1678001445316264,-0.17284300028878924,-0.1741007033055253,-0.17651979817662003,-0.174111807687061,-0.17258798834224023,-0.17089521203035835,-0.17160327196846725,-0.17304181087020348,-0.17398244100756766,-0.17491144641705872,-0.17475398580714177,-0.1763499108243195,-0.17628724917064162,-0.17519945434644216,-0.1753974367313904,-0.17203298840061484
Italy,0.28193289188529813,0.24865982912729412,0.23229131405883033,0.2489763331097973,0.18994172873344156,0.2041771758512415,0.19946349394286714,0.205910793372142,0.21023706488808358,0.20258843098318016,0.18138035282565815,0.18849306362153287,0.19491381805293176,0.17398188358728867,0.16465125497792302,0.19136900273606,0.15277073842313593,0.1701107185760308,0.1394890671355097,0.13139226405738796,0.14854695453627317,0.11639933315066
Jamaica,-0.185218461918194,-0.18183020672398154,-0.18125297147565655,-0.17817695595040345,-0.1735217142519499,-0.17276184524405386,-0.1805470323616525,-0.1773990831388201,-0.17714551900479894,-0.174946575816171,-0.17553678624898852,-0.17349797949399615,-0.17570887525674533,-0.17543093120166267,-0.17376237393817515,-0.1750343486693842,-0.17370482724465283,-0.1741867787567794,-0.17400794233739109,-0.1725072568587407,-0.17310878516358694,-0.16881778091340613
Japan,0.7638394265467813,0.7279992527714666,0.6888826955279719,0.6614242460476769,0.6195545109852957,0.6395409870769936,0.6471571663795209,0.6511934246543032,0.6414154677679547,0.6017410416099909,0.6020899972907825,0.6143586544543361,0.6136390555944083,0.6006861241306629,0.5752937907701922,0.563098773579305,0.5376718166925712,0.5360966432708251,0.5186981160970913,0.5034159978881884,0.48253055674176026,0.49193894143154615
Jordan,-0.18720697987257498,-0.18310704458071753,-0.18160194013110934,-0.17927804306188772,-0.1735214216878007,-0.17259748970706665,-0.17624321388853892,-0.1789891679300057,-0.17892435909461316,-0.17680335970985356,-0.17632250395292226,-0.17549537676915328,-0.17669212027417072,-0.17685903721229365,-0.1776708604181071,-0.17913203462967897,-0.17756192797924003,-0.17776429217129405,-0.17770484878950382,-0.17650653612456818,-0.1745358865869768,-0.1733847302456286
Kazakhstan,-0.04192788137498669,-0.04795638788339861,-0.05188685810634612,-0.04419137777898429,-0.04552682989250924,-0.04437738890143215,-0.04684486128299748,-0.047959535271087886,-0.052397293796783956,-0.049806279101541256,-0.033519019663781076,-0.039782292465827124,-0.04867636647957119,-0.05925208078649391,-0.06601768789259496,-0.0711489942390114,-0.06858078036191782,-0.06820603503728612,-0.06974049250805305,-0.06987185301682228,-0.07292920138076871,-0.07740223553066261
Kenya,-0.15885819490454983,-0.1559498051741266,-0.15302301177659247,-0.1502523947123072,-0.14365729251525663,-0.141603859545261,-0.14154899523845624,-0.13899102806541427,-0.1351613142391988,-0.13043349449025174,-0.12681737317087058,-0.1227964886364466,-0.12663711566294147,-0.12222849946114712,-0.11886807920367756,-0.1152731573806966,-0.11369488149353875,-0.1088452856393385,-0.1006321179456248,-0.099949771422878,-0.09954498476990459,-0.10198013383033203
Kiribati,-0.20002229448382963,-0.19608645377389408,-0.19437071537994893,-0.1908149290155574,-0.18510778117644683,-0.18506741396224968,-0.1900184460352897,-0.19152911564680797,-0.19030198321577776,-0.1875543472937934,-0.18670205052270647,-0.18604614743643072,-0.18748548493097156,-0.1876820556200957,-0.1886831653744436,-0.19021537824331827,-0.18885673672365316,-0.18901710056630827,-0.18868891660102227,-0.18771887889013059,-0.18788424294291647,-0.18565925001970346
Kuwait,-0.19882171367563636,-0.19499497081929426,-0.19303083939198587,-0.18953615308240537,-0.1837183940318111,-0.18347877937825216,-0.18819421936249583,-0.18966747341818035,-0.18814612011972978,-0.185767943497498,-0.18517791894068855,-0.18481936347525504,-0.18606433929371657,-0.18614709246963967,-0.18709055638493338,-0.18837872374725398,-0.18711306235547773,-0.1871737771081859,-0.18670523075068918,-0.18537120147830544,-0.1849822350868934,-0.18298223748664547
Kyrgyzstan,-0.15840516894696388,-0.15810696301055466,-0.15509694291578546,-0.15375486448624182,-0.15107256492850332,-0.15063800917681988,-0.1545340686856168,-0.15734487713946163,-0.15839895673063534,-0.15791010868821023,-0.15972146336843937,-0.16012295881421468,-0.16234329019228982,-0.1644813990731835,-0.1658129306003014,-0.1687009516524406,-0.16991501073502785,-0.1697820278168744,-0.1703721440417398,-0.17015238292467588,-0.17154473457846206,-0.17170910600945843
Laos,-0.16458221302364973,-0.1610581492192541,-0.16026780306799646,-0.15824036742308772,-0.15322326250223386,-0.15289499194870737,-0.15665337739535531,-0.15851294948877606,-0.15762008913322567,-0.155665142865938,-0.1552097886922414,-0.15405402421226624,-0.15444558795749652,-0.15361020162744723,-0.15315244768500427,-0.15460239840719633,-0.15458569499424743,-0.15530305447787707,-0.1553440316049905,-0.15477465012248545,-0.15395932803518902,-0.15310512498705578
Latvia,-0.15234761787460632,-0.14743631753770267,-0.14752645180765098,-0.14702220281461276,-0.14565023949972886,-0.14532836058605356,-0.15037962100797186,-0.15575916138930446,-0.1567227165416866,-0.15686030664881007,-0.1566550998407227,-0.15848819287756472,-0.15728098131809115,-0.15790356051996957,-0.15902096099534183,-0.1593012995246806,-0.15707832370840671,-0.15713018933471978,-0.15805712414083495,-0.1597613566860623,-0.15904012073599827,-0.1562290848390637
Lebanon,-0.1877250585383996,-0.18475498928899928,-0.18429946336298264,-0.18171413674629233,-0.17657994581655434,-0.17648454465060082,-0.18089340914706145,-0.18199026836600107,-0.1806618097940019,-0.17794584165955987,-0.17718044962566537,-0.17606831227474556,-0.17696324336518257,-0.17596288377546412,-0.17572710901808442,-0.17695170473847124,-0.17606486812106067,-0.17646808761366098,-0.17646109228480814,-0.1755104622590532,-0.17541625134145847,-0.1739445692634191
Lesotho,-0.1896696107853057,-0.18751916623192333,-0.18535225046440262,-0.18113790946589928,-0.17566129438801018,-0.17467890031585712,-0.17832592705835043,-0.1791593759227464,-0.1790976282166854,-0.1768014129007892,-0.1735942066427074,-0.17253999796725775,-0.17541308335495148,-0.174741434340379,-0.17427539875446102,-0.17512476217956155,-0.17396689052959816,-0.17459009821969496,-0.17428810816324833,-0.17334720915596685,-0.17333641544596,-0.1721762440736263
Liberia,-0.1894691464545151,-0.18601534968388883,-0.18384405894798986,-0.1814619803206071,-0.17534450592723702,-0.17547440901114733,-0.17924435312538475,-0.18026203572821287,-0.17876097040926547,-0.1754551059414663,-0.17416676798712835,-0.17258164178332333,-0.1738248679043908,-0.17437420041443008,-0.17606476607199384,-0.17704165577545075,-0.17563501869060405,-0.17571224740219019,-0.17555745884647986,-0.17451906076245505,-0.17420633941682642,-0.17255068118417152
Libya,-0.1891977719152736,-0.18474903357989816,-0.18297767825787234,-0.17967068490217242,-0.17460642509159016,-0.17437791116237172,-0.17929802658394434,-0.18012862613737346,-0.17849233097417497,-0.17523847918739618,-0.17427224742276354,-0.1725733014362949,-0.17513646531556643,-0.1756371211521438,-0.17521513047946602,-0.1762234250701757,-0.17434688512221486,-0.17370430261588266,-0.1730849625499768,-0.17237240262483178,-0.17237602235006194,-0.1708550738197009
Lithuania,-0.16461046684820257,-0.1611893733431156,-0.15903583312333885,-0.15813514013937,-0.15340939181396626,-0.15231480760438515,-0.1530881179105349,-0.15587281799183234,-0.15419609608220583,-0.1526441081575568,-0.1524872742458223,-0.15212352347056635,-0.1534835627938955,-0.15217807097563288,-0.15552784674939799,-0.15597137688194684,-0.15582346442452363,-0.15768060177822807,-0.15788487038679166,-0.16000453469129505,-0.15886633733765107,-0.15697204197800801
Luxembourg,-0.19765551983927687,-0.19383658539912513,-0.19232849122978407,-0.1889818101591113,-0.18353425415629335,-0.18354549796257372,-0.188522603340774,-0.1900783478822185,-0.1888828151213639,-0.18614385462956082,-0.18536597767132756,-0.1848638453260734,-0.18643706047273584,-0.1867803026824893,-0.18785474596795068,-0.1894719525777935,-0.1881280412107529,-0.1883430965254443,-0.18806544898855126,-0.18712983817427528,-0.187394957083343,-0.18514036343887166
Madagascar,-0.11786630583150785,-0.11603914264747406,-0.11304235244816878,-0.1100908304630155,-0.10461647921268462,-0.10410040179893985,-0.1033120233606083,-0.10337103652602687,-0.102052512994267,-0.09907688982703275,-0.09704892520929201,-0.0935363503357841,-0.09314768514701693,-0.0905248843283108,-0.08751293943206204,-0.08778172718095928,-0.0848858022480291,-0.08370070354967418,-0.08149583842350129,-0.07858206166935604,-0.06945756133034617,-0.07135487376886283
Malawi,-0.1454031034465918,-0.14229594501252021,-0.14151906411829857,-0.13696396992226606,-0.13129540397986372,-0.13190368641516134,-0.12979932622666432,-0.13064215987485303,-0.13376437712741523,-0.1339764510105224,-0.13741528067758374,-0.13705141592772802,-0.1388152657666977,-0.14013628622686797,-0.1404687722814114,-0.14046540207738178,-0.1387425518668759,-0.1371321868829099,-0.13628184914792155,-0.13400172756153253,-0.1319108309892576,-0.1319350507697203
Malaysia,-0.11213091727081964,-0.11212875640076542,-0.11066528715177537,-0.10586386688934205,-0.10043913126449193,-0.09864296108279925,-0.0975179125165346,-0.09521963668279201,-0.08865060427587426,-0.08041560405511808,-0.07794702734768258,-0.07845092140533089,-0.08072641280619337,-0.0785877985784465,-0.07529921708077732,-0.06922348707981248,-0.0683157178642534,-0.06445586181670951,-0.06326620664338801,-0.06198500169605159,-0.08041481924168915,-0.05270532083308909
Maldives,-0.1991125213332288,-0.19519296505963393,-0.1934956408380011,-0.1899357857589856,-0.1842563024765631,-0.18422273808722428,-0.189102886618883,-0.19060921713506518,-0.18941316563652458,-0.1866828257693169,-0.18583456312470029,-0.18519114602786288,-0.1866904711237786,-0.18690063362105863,-0.187888982498292,-0.1894052986281551,-0.1880502314468143,-0.18818863494013113,-0.18788338504616123,-0.18492018361436005,-0.1852267190199753,-0.1831802521216233
Mali,-0.16474911732381298,-0.1620090774390673,-0.16101502684773406,-0.15915245879506973,-0.15435332078500286,-0.15422099475348097,-0.15682995087550303,-0.15669585917148043,-0.15518667011040896,-0.15219592911325652,-0.15184161750302255,-0.1503319126745205,-0.15054212862107677,-0.15015898432051106,-0.15029796970198056,-0.15057737854811187,-0.14962267701118548,-0.15013007067310788,-0.15016085421558856,-0.1497272027629902,-0.14764456190842123,-0.14673055896342108
Malta,-0.19834553336427052,-0.1943838488909731,-0.19273544020589917,-0.1891898939211944,-0.18355116436411814,-0.18349906229282378,-0.1883674992440501,-0.18991423193260196,-0.1887301503246563,-0.18615588944923137,-0.18528681026596325,-0.1847890138791238,-0.18624058683994354,-0.18657411273200813,-0.18756707773593176,-0.1891345205708209,-0.1878879344264681,-0.1881181307904201,-0.18787225952529876,-0.1868915473595187,-0.18740110495592865,-0.18509582961008764
Marshall Islands,-0.20029835502324086,-0.19635340189071568,-0.19463306514400427,-0.19106593043350686,-0.1853585671651564,-0.18532504765937283,-0.19029455938403883,-0.19182879493988356,-0.19060887921989325,-0.18786506981930734,-0.1870298810712897,-0.18638537946799702,-0.187835349463034,-0.1880426401388721,-0.18904936255806032,-0.19058564584733742,-0.18923356233679306,-0.18939356928020476,-0.1890818173845846,-0.1881011538550702,-0.18829514342702322,-0.18610718351901107
Mauritania,-0.19218420117050675,-0.18863791309929717,-0.18709082905431823,-0.18388658471753472,-0.17820285766509578,-0.1784230449816503,-0.18284041385631036,-0.18412851396677957,-0.18275887224222565,-0.17943284981944302,-0.1779939250758189,-0.1766929695157294,-0.1767608071288363,-0.17665080577715428,-0.17771858230505141,-0.1794639747674273,-0.17823918416456191,-0.1784867503704709,-0.1782655640798687,-0.17739761595292985,-0.17719097256044433,-0.1756873575723707
Mauritius,-0.19566341847300142,-0.19204808595605677,-0.19039519592902232,-0.1869592092441163,-0.18147828885407957,-0.1795655716795397,-0.1850714609479593,-0.18634023329978236,-0.1850008276802212,-0.18289852391928024,-0.1822219502828335,-0.18148137125343003,-0.1833310116763101,-0.18330931213843482,-0.18452258410318695,-0.185574228466414,-0.1833725347945004,-0.1845108080204457,-0.18366078403191574,-0.18300327713450748,-0.181975130408997,-0.1801741667744737
Mexico,-0.01222835685803513,-0.013734287817414483,-0.01210321680248834,-0.015667428315898537,-0.015631162304679466,-0.014136435033658015,-0.011277960990789225,-0.0013937421681665585,0.005513271270335481,0.0054829803377263245,0.011207094648793315,0.005500695019838792,0.008402117463027044,0.009046371735896787,0.013917228384150314,0.017767027723737713,0.015742651124468092,0.015126129796050457,0.010888897458445594,0.007921639402292732,-0.016964640243677064,-0.017154660831492634
Micronesia (country),-0.19987151553719165,-0.19594801662456568,-0.19425098314113906,-0.1907047777514924,-0.1850042134676237,-0.18497134617489475,-0.18992915291786786,-0.19146511842611008,-0.19026191924979097,-0.18753169351559,-0.18669088959558058,-0.18603549032633884,-0.18746350513747856,-0.187656974522866,-0.18866136792303784,-0.19017022929737934,-0.18880942838717849,-0.1889541324896067,-0.18860572181940036,-0.18763321879332265,-0.18779197185523047,-0.18558954263968375
Moldova,-0.13385376691060508,-0.13415316718036865,-0.13451284234917885,-0.13231767775062328,-0.1315832871026941,-0.12939656706930183,-0.1353046372681475,-0.13849474192606012,-0.1410987337518782,-0.142527072398028,-0.14570143055329265,-0.14781538671591982,-0.14992330390321318,-0.15308069883523567,-0.1551231116716959,-0.15855989717939642,-0.15960914994304498,-0.16204147602638888,-0.1634693886100654,-0.16323357125591936,-0.16342016195984904,-0.15752352441487286
Monaco,-0.20011484298718193,-0.196203516545004,-0.19450655681479728,-0.19095693417717763,-0.1852575740208464,-0.18523025845115992,-0.19019928899509558,-0.19173846040143694,-0.19051597901605616,-0.18773380769299852,-0.1868328589017672,-0.18613076720732338,-0.18750074218124194,-0.18764110927066494,-0.18857720069734307,-0.19005172054043332,-0.1886836312197344,-0.18886219239889088,-0.18855047785373838,-0.18761114587809502,-0.18783272801056108,-0.18564720823849376
Mongolia,-0.18397488016726668,-0.180003127520847,-0.17827660573140278,-0.17521879876942584,-0.16997021953176414,-0.1697486991441111,-0.1741095109330958,-0.17563128298861969,-0.17436104324543317,-0.17145228952250918,-0.17036291583953483,-0.16986089316067915,-0.1717290127551784,-0.17215790634132333,-0.17370971129557883,-0.17505388816199285,-0.17399269507676615,-0.17431143098663274,-0.1747519820971403,-0.17383990240243444,-0.1767555335848967,-0.17253220327852223
Montenegro,-0.19050723331564604,-0.1865193350229353,-0.18480319536609088,-0.18158988222987463,-0.17623530524877565,-0.1764351450019307,-0.18124082280610168,-0.18308474391151294,-0.1821962295680139,-0.17961620383677687,-0.17882561654692916,-0.178009238450231,-0.17918010429240153,-0.17924459952763416,-0.1802431340635976,-0.1818020080190978,-0.1805859832338704,-0.18075460594146148,-0.18046825279407616,-0.17910034533806773,-0.1785779008164212,-0.17852101706961299
Morocco,-0.09053707045923635,-0.08778975854082763,-0.08707241067269467,-0.08458625359090377,-0.07944186078795402,-0.0760718547847826,-0.07152836998605219,-0.06759757472854283,-0.06569353003947617,-0.06217535998903085,-0.06056292917661203,-0.0553654779404635,-0.05134802207002259,-0.046880042148160606,-0.04368750677448176,-0.04184860012593035,-0.03841600037846061,-0.03594667433073953,-0.03257100419483666,-0.030452472805956806,-0.024393602278786845,-0.026988384220290384
Mozambique,-0.12798041699197849,-0.12839386413048798,-0.12719504827255282,-0.1265430038110033,-0.12161586059016008,-0.1196862234232995,-0.11321544738308362,-0.10017769828478135,-0.0955707657632556,-0.08870464509743117,-0.08366645312763094,-0.07889029552031501,-0.07662911039737273,-0.0689323927388854,-0.06039999058976629,-0.05960687721311671,-0.052026314519849064,-0.047727901000626904,-0.048155447480231685,-0.05292404314241909,-0.05105613069913413,-0.059861720263452746
Myanmar,0.1822080549201275,0.17501536850640428,0.17125715009034517,0.16376934558528514,0.16334091859410363,0.1611400856953603,0.17528042924831402,0.1691443285454257,0.15911568527517958,0.14266346519639772,0.1337310586929508,0.13166350278484026,0.1347975045133927,0.13309450389907526,0.13577009687759234,0.1395944923374375,0.1389256368558701,0.13713643574331683,0.14255373709171293,0.14472543266805662,0.15047584956001417,0.12556925335027525
Namibia,-0.19347850198209474,-0.18970166891930398,-0.18805757259277076,-0.18470809916707914,-0.17924146039481928,-0.17926899943581778,-0.18390888163704538,-0.18552051505274741,-0.18457530618884552,-0.18141788713451676,-0.18066682255087013,-0.1802175770023157,-0.18155468192931218,-0.18159598155698264,-0.18223803681625242,-0.1836209729153448,-0.1822676361465718,-0.18236397619971131,-0.18193808207491835,-0.18083524425172462,-0.18036544776959432,-0.17954000090025116
Nauru,-0.20052845141392833,-0.19657574836382444,-0.19485226527581367,-0.19128337583723784,-0.18556342058243877,-0.18553415346633179,-0.19051492552696586,-0.1920473085270933,-0.19082679104692224,-0.18807998574116938,-0.18723181867503863,-0.1865947569298567,-0.18804474207019323,-0.18825028829268053,-0.18925542113201604,-0.1907954930608564,-0.1894342266443759,-0.1895894513556886,-0.18925302983371958,-0.18828627633387704,-0.18848185855736088,-0.1862777408166617
Nepal,-0.14329688419382977,-0.1420967596303603,-0.14291621724773176,-0.14097038780828616,-0.13646056552147565,-0.13593190811942457,-0.13667087075875511,-0.13731700845785189,-0.13583908809987788,-0.13187602101272505,-0.13030918198804337,-0.12623323288385135,-0.12433765513943106,-0.12222651630462199,-0.1210821190011316,-0.1206511425800564,-0.11977411590837492,-0.11862269840738278,-0.11749309143756656,-0.11643496306912861,-0.11461766038940832,-0.11497383860630797
Netherlands,-0.11021220693661431,-0.11135305837761644,-0.11053628573270526,-0.11625127698638633,-0.11679961105290537,-0.12133314959272777,-0.1261633763572183,-0.13013848944080292,-0.13155146053393943,-0.13140630908028875,-0.13254021084045844,-0.13423029354535967,-0.13477542648820576,-0.12925283987318234,-0.13091247895244237,-0.13113882071488023,-0.13136098006492425,-0.13413913779735387,-0.13777031230607037,-0.1384800051994163,-0.1396860348485218,-0.13498442424414944
